transaction_id,customer_id,timestamp,transaction_amount,avg_transaction_amount_30d,amount_deviation,txn_velocity,velocity_change,location_change_km,merchant_category_risk,hour_of_day
T1014_014,C1014,2025-11-04 15:45:00,2773.24,1999,1.39,0,0.0,0.0,0.1,14
T0319_007,C0319,2025-11-04 15:46:00,3080.84,2993,1.03,0,0.0,0.0,0.2,10
T1246_004,C1246,2025-11-04 15:47:00,1673.7,1817,0.92,0,0.0,0.0,0.2,10
T0878_015,C0878,2025-11-04 15:49:00,2878.12,2947,0.98,0,0.0,0.0,0.1,11
T0490_003,C0490,2025-11-04 15:52:00,2915.34,1856,1.57,0,0.0,0.0,0.1,11
T1563_002,C1563,2025-11-04 15:54:00,327.42,567,0.58,0,0.0,0.0,0.2,10
T1896_018,C1896,2025-11-04 15:56:00,90003.0,1741,51.7,0,0.0,3903.8,0.7,2
T1971_009,C1971,2025-11-04 15:57:00,1789.41,1317,1.36,0,0.0,0.0,0.3,17
T0339_007,C0339,2025-11-04 16:00:00,874.93,2135,0.41,0,0.0,0.0,0.3,22
T0586_003,C0586,2025-11-04 16:01:00,837.74,977,0.86,0,0.0,0.0,0.3,11
T0211_008,C0211,2025-11-04 16:05:00,1066.56,1042,1.02,0,0.0,0.0,0.4,15
T0738_009,C0738,2025-11-04 16:06:00,936.47,908,1.03,0,0.0,0.0,0.4,14
T0346_010,C0346,2025-11-04 16:07:00,3084.72,2520,1.22,0,0.0,0.0,0.15,10
T0011_007,C0011,2025-11-04 16:07:00,3429.85,2199,1.56,0,0.0,0.0,0.3,15
T0957_007,C0957,2025-11-04 16:07:00,2147.72,2485,0.86,0,0.0,0.0,0.2,15
T1068_013,C1068,2025-11-04 16:08:00,1239.88,1262,0.98,0,0.0,0.0,0.1,10
T1050_008,C1050,2025-11-04 16:10:00,2213.43,2604,0.85,0,0.0,120.2,0.3,8
T1253_003,C1253,2025-11-04 16:10:00,273.78,532,0.51,0,0.0,0.0,0.4,17
T1352_010,C1352,2025-11-04 16:10:00,1784.1,1578,1.13,0,0.0,0.0,0.1,14
T0303_012,C0303,2025-11-04 16:10:00,2098.76,2638,0.8,1,0.5,0.0,0.4,11
T1281_014,C1281,2025-11-04 16:12:00,396.1,602,0.66,0,0.0,0.0,0.3,13
T1665_004,C1665,2025-11-04 16:14:00,2794.96,1771,1.58,0,0.0,0.0,0.3,20
T1357_008,C1357,2025-11-04 16:17:00,2365.3,1827,1.29,0,0.0,0.0,0.4,22
T1213_017,C1213,2025-11-04 16:23:00,2238.73,1996,1.12,0,0.0,0.0,0.15,15
T0468_003,C0468,2025-11-04 16:24:00,2222.15,2896,0.77,0,0.0,0.0,0.4,9
T1951_003,C1951,2025-11-04 16:29:00,1846.63,1663,1.11,0,0.0,0.0,0.15,13
T1318_013,C1318,2025-11-04 16:31:00,2055.29,2006,1.02,0,0.0,0.0,0.4,20
T1136_010,C1136,2025-11-04 16:31:00,4057.07,2885,1.41,0,0.0,0.0,0.3,11
T0399_008,C0399,2025-11-04 16:31:00,752.28,866,0.87,0,0.0,120.2,0.3,19
T1865_004,C1865,2025-11-04 16:34:00,2145.96,1810,1.19,0,0.0,735.2,0.15,8
T1343_003,C1343,2025-11-04 16:35:00,1572.14,1155,1.36,0,0.0,0.0,0.15,22
T1593_009,C1593,2025-11-04 16:35:00,1179.25,1966,0.6,0,0.0,0.0,0.3,9
T1883_008,C1883,2025-11-04 16:36:00,1617.11,1581,1.02,0,0.0,0.0,0.1,21
T0319_008,C0319,2025-11-04 16:37:00,3384.49,2993,1.13,1,0.83,0.0,0.2,8
T1717_008,C1717,2025-11-04 16:38:00,1705.21,1884,0.91,0,0.0,0.0,0.15,9
T1776_003,C1776,2025-11-04 16:39:00,1755.84,1571,1.12,0,0.0,0.0,0.4,22
T0563_018,C0563,2025-11-04 16:39:00,1999.71,2901,0.69,0,0.0,0.0,0.2,15
T0450_005,C0450,2025-11-04 16:40:00,2927.17,2442,1.2,0,0.0,0.0,0.2,21
T1657_003,C1657,2025-11-04 16:40:00,1887.43,1813,1.04,0,0.0,0.0,0.1,11
T1219_004,C1219,2025-11-04 16:44:00,1171.91,1784,0.66,0,0.0,0.0,0.3,16
T1193_011,C1193,2025-11-04 16:44:00,738.06,1702,0.43,0,0.0,0.0,0.3,17
T0386_003,C0386,2025-11-04 16:44:00,2482.42,1471,1.69,0,0.0,0.0,0.15,8
T0964_003,C0964,2025-11-04 16:45:00,2141.38,1729,1.24,0,0.0,0.0,0.15,17
T0606_004,C0606,2025-11-04 16:46:00,2099.37,1785,1.18,0,0.0,0.0,0.3,19
T1719_004,C1719,2025-11-04 16:50:00,1536.31,1942,0.79,0,0.0,0.0,0.2,21
T0586_004,C0586,2025-11-04 16:51:00,820.78,977,0.84,1,0.83,0.0,0.2,21
T0648_007,C0648,2025-11-04 16:51:00,2019.47,2721,0.74,0,0.0,0.0,0.2,9
T1063_012,C1063,2025-11-04 16:51:00,1333.85,1390,0.96,0,0.0,0.0,0.3,22
T0046_009,C0046,2025-11-04 16:51:00,1633.4,1949,0.84,0,0.0,845.3,0.15,18
T0567_007,C0567,2025-11-04 16:51:00,3273.54,2049,1.6,0,0.0,0.0,0.2,16
T1632_016,C1632,2025-11-04 16:52:00,49319.19,1106,44.59,0,0.0,0.0,0.85,4
T0727_003,C0727,2025-11-04 16:54:00,968.29,2669,0.36,0,0.0,0.0,0.3,12
T1014_015,C1014,2025-11-04 16:55:00,3139.49,1999,1.57,0,0.0,0.0,0.15,19
T1627_003,C1627,2025-11-04 16:55:00,1203.03,1060,1.13,0,0.0,0.0,0.3,14
T1736_009,C1736,2025-11-04 16:56:00,2214.52,1137,1.95,0,0.0,0.0,0.3,22
T1921_009,C1921,2025-11-04 16:56:00,1020.79,811,1.26,0,0.0,0.0,0.3,15
T1225_008,C1225,2025-11-04 16:57:00,732.81,675,1.09,0,0.0,0.0,0.1,16
T0228_003,C0228,2025-11-04 16:57:00,2206.48,1406,1.57,0,0.0,0.0,0.3,17
T0788_003,C0788,2025-11-04 17:01:00,2208.66,1685,1.31,0,0.0,735.2,0.1,22
T1546_015,C1546,2025-11-04 17:01:00,626.49,1108,0.57,0,0.0,0.0,0.15,19
T1951_004,C1951,2025-11-04 17:01:00,2135.33,1663,1.28,1,0.83,120.2,0.4,16
T0595_009,C0595,2025-11-04 17:02:00,462.04,508,0.91,0,0.0,0.0,0.1,19
T0991_008,C0991,2025-11-04 17:02:00,2250.06,2572,0.87,0,0.0,0.0,0.15,11
T1440_010,C1440,2025-11-04 17:04:00,1135.34,878,1.29,0,0.0,0.0,0.3,18
T0007_008,C0007,2025-11-04 17:07:00,2237.43,2234,1.0,0,0.0,0.0,0.2,11
T1253_004,C1253,2025-11-04 17:10:00,201.43,532,0.38,0,0.0,0.0,0.3,19
T0022_003,C0022,2025-11-04 17:12:00,618.76,605,1.02,0,0.0,0.0,0.15,19
T1095_003,C1095,2025-11-04 17:13:00,1919.48,1241,1.55,0,0.0,0.0,0.2,19
T1033_018,C1033,2025-11-04 17:13:00,1385.46,1972,0.7,0,0.0,0.0,0.1,11
T1497_003,C1497,2025-11-04 17:14:00,795.46,809,0.98,0,0.0,0.0,0.2,16
T0606_005,C0606,2025-11-04 17:16:00,1788.51,1785,1.0,1,0.83,0.0,0.2,13
T1281_015,C1281,2025-11-04 17:18:00,417.68,602,0.69,0,0.0,0.0,0.4,15
T0345_012,C0345,2025-11-04 17:21:00,2584.59,2169,1.19,0,0.0,0.0,0.1,21
T0343_003,C0343,2025-11-04 17:22:00,4022.99,2961,1.36,0,0.0,0.0,0.1,8
T0340_007,C0340,2025-11-04 17:23:00,921.38,975,0.95,0,0.0,0.0,0.1,15
T1851_003,C1851,2025-11-04 17:23:00,1789.45,1457,1.23,0,0.0,0.0,0.1,10
T0715_014,C0715,2025-11-04 17:26:00,2087.61,2194,0.95,0,0.0,0.0,0.2,11
T0860_016,C0860,2025-11-04 17:26:00,1624.44,1939,0.84,0,0.0,0.0,0.3,12
T1772_003,C1772,2025-11-04 17:27:00,1614.9,1139,1.42,0,0.0,0.0,0.15,9
T1352_011,C1352,2025-11-04 17:27:00,1838.51,1578,1.17,0,0.0,0.0,0.4,15
T0796_004,C0796,2025-11-04 17:28:00,1119.71,1272,0.88,0,0.0,0.0,0.2,9
T1678_009,C1678,2025-11-04 17:28:00,1664.82,1570,1.06,0,0.0,0.0,0.3,20
T1563_003,C1563,2025-11-04 17:29:00,272.9,567,0.48,0,0.0,0.0,0.3,10
T1404_008,C1404,2025-11-04 17:31:00,3815.89,2912,1.31,0,0.0,0.0,0.4,8
T1389_017,C1389,2025-11-04 17:34:00,2126.55,2937,0.72,0,0.0,0.0,0.3,20
T0671_004,C0671,2025-11-04 17:34:00,1269.58,2403,0.53,0,0.0,0.0,0.15,18
T1341_003,C1341,2025-11-04 17:36:00,3613.73,2706,1.34,0,0.0,0.0,0.3,10
T0843_011,C0843,2025-11-04 17:36:00,1440.82,1308,1.1,0,0.0,0.0,0.3,17
T0346_011,C0346,2025-11-04 17:36:00,2543.81,2520,1.01,0,0.0,0.0,0.2,15
T0817_003,C0817,2025-11-04 17:40:00,3362.19,2453,1.37,0,0.0,0.0,0.4,8
T0834_010,C0834,2025-11-04 17:40:00,859.88,2652,0.32,0,0.0,0.0,0.4,15
T1385_004,C1385,2025-11-04 17:44:00,2878.23,2677,1.08,0,0.0,0.0,0.15,8
T1068_014,C1068,2025-11-04 17:45:00,564.78,1262,0.45,0,0.0,0.0,0.1,19
T0650_020,C0650,2025-11-04 17:45:00,3028.41,2458,1.23,0,0.0,0.0,0.1,19
T0968_003,C0968,2025-11-04 17:49:00,1942.27,1702,1.14,0,0.0,0.0,0.2,11
T0884_018,C0884,2025-11-04 17:50:00,683.0,1624,0.42,0,0.0,0.0,0.15,12
T0504_003,C0504,2025-11-04 17:50:00,3391.52,2750,1.23,0,0.0,0.0,0.1,15
T0025_004,C0025,2025-11-04 17:53:00,435.52,531,0.82,0,0.0,0.0,0.2,19
T1531_004,C1531,2025-11-04 17:56:00,1240.68,1406,0.88,0,0.0,0.0,0.2,17
T1446_011,C1446,2025-11-04 17:58:00,3322.04,2298,1.45,0,0.0,0.0,0.1,16
T0163_003,C0163,2025-11-04 18:00:00,3373.92,2845,1.19,0,0.0,0.0,0.2,8
T1684_004,C1684,2025-11-04 18:01:00,1861.79,1603,1.16,0,0.0,735.2,0.3,14
T0811_003,C0811,2025-11-04 18:08:00,832.95,1012,0.82,0,0.0,0.0,0.1,19
T0380_012,C0380,2025-11-04 18:09:00,906.16,781,1.16,0,0.0,0.0,0.2,18
T1408_009,C1408,2025-11-04 18:09:00,935.54,978,0.96,0,0.0,0.0,0.2,9
T1883_009,C1883,2025-11-04 18:09:00,1542.03,1581,0.98,0,0.0,0.0,0.4,15
T0927_003,C0927,2025-11-04 18:10:00,1523.42,1320,1.15,0,0.0,0.0,0.4,9
T1882_014,C1882,2025-11-04 18:10:00,95702.0,988,96.86,0,0.0,3163.6,0.7,1
T1136_011,C1136,2025-11-04 18:13:00,2635.99,2885,0.91,0,0.0,0.0,0.15,17
T1234_004,C1234,2025-11-04 18:16:00,929.39,1599,0.58,0,0.0,0.0,0.4,19
T0998_003,C0998,2025-11-04 18:19:00,2628.63,1950,1.35,0,0.0,0.0,0.1,8
T0579_009,C0579,2025-11-04 18:19:00,3045.84,2699,1.13,0,0.0,0.0,0.15,14
T1369_003,C1369,2025-11-04 18:20:00,1638.01,1368,1.2,0,0.0,0.0,0.1,22
T1661_014,C1661,2025-11-04 18:22:00,53769.08,1414,38.03,0,0.0,0.0,0.7,3
T1357_009,C1357,2025-11-04 18:23:00,2361.84,1827,1.29,0,0.0,0.0,0.3,14
T0675_008,C0675,2025-11-04 18:23:00,1530.57,1632,0.94,0,0.0,0.0,0.1,11
T1242_003,C1242,2025-11-04 18:24:00,1924.96,2735,0.7,0,0.0,0.0,0.2,19
T0033_017,C0033,2025-11-04 18:25:00,2036.94,1978,1.03,0,0.0,0.0,0.3,17
T0164_010,C0164,2025-11-04 18:28:00,2351.0,1901,1.24,0,0.0,0.0,0.15,8
T0340_008,C0340,2025-11-04 18:29:00,969.21,975,0.99,0,0.0,0.0,0.4,18
T0011_008,C0011,2025-11-04 18:29:00,2511.59,2199,1.14,0,0.0,0.0,0.15,8
T1910_011,C1910,2025-11-04 18:30:00,74424.0,1438,51.76,0,0.0,0.0,0.9,1
T1202_008,C1202,2025-11-04 18:32:00,2225.5,1842,1.21,0,0.0,0.0,0.4,19
T1971_010,C1971,2025-11-04 18:33:00,1313.61,1317,1.0,0,0.0,0.0,0.2,12
T0509_010,C0509,2025-11-04 18:33:00,803.67,745,1.08,0,0.0,0.0,0.3,8
T1948_010,C1948,2025-11-04 18:36:00,89647.0,1254,71.49,0,0.0,0.0,0.7,4
T0811_004,C0811,2025-11-04 18:39:00,1406.73,1012,1.39,1,0.83,0.0,0.15,21
T1856_014,C1856,2025-11-04 18:41:00,38044.2,1188,32.02,0,0.0,0.0,0.85,0
T1052_013,C1052,2025-11-04 18:42:00,1609.08,1392,1.16,0,0.0,0.0,0.2,12
T0025_005,C0025,2025-11-04 18:44:00,192.66,531,0.36,1,0.83,0.0,0.4,22
T1385_005,C1385,2025-11-04 18:45:00,2014.23,2677,0.75,0,0.0,0.0,0.1,13
T1023_012,C1023,2025-11-04 18:46:00,656.78,630,1.04,0,0.0,0.0,0.4,16
T1128_003,C1128,2025-11-04 18:46:00,3529.02,2760,1.28,0,0.0,0.0,0.3,9
T1355_009,C1355,2025-11-04 18:46:00,603.14,644,0.94,0,0.0,0.0,0.3,18
T1195_009,C1195,2025-11-04 18:48:00,651.72,763,0.85,0,0.0,0.0,0.4,12
T1461_008,C1461,2025-11-04 18:49:00,1871.88,2753,0.68,0,0.0,0.0,0.1,14
T0212_013,C0212,2025-11-04 18:50:00,1946.74,2810,0.69,0,0.0,0.0,0.2,12
T0043_003,C0043,2025-11-04 18:50:00,3216.42,2423,1.33,0,0.0,0.0,0.1,16
T0610_004,C0610,2025-11-04 18:51:00,3030.16,2422,1.25,0,0.0,0.0,0.4,20
T0145_004,C0145,2025-11-04 18:54:00,609.28,906,0.67,0,0.0,0.0,0.15,19
T0659_005,C0659,2025-11-04 18:54:00,1020.22,1515,0.67,0,0.0,0.0,0.1,13
T1508_011,C1508,2025-11-04 18:55:00,2868.19,2549,1.13,0,0.0,0.0,0.4,17
T0903_003,C0903,2025-11-04 18:56:00,1014.29,2011,0.5,0,0.0,0.0,0.4,16
T1326_003,C1326,2025-11-04 18:57:00,572.75,553,1.04,0,0.0,0.0,0.1,18
T0648_008,C0648,2025-11-04 18:58:00,2337.13,2721,0.86,0,0.0,0.0,0.2,22
T0065_018,C0065,2025-11-04 18:59:00,2532.81,2121,1.19,0,0.0,0.0,0.3,13
T1955_008,C1955,2025-11-04 19:00:00,1460.67,1577,0.93,0,0.0,0.0,0.1,15
T1960_003,C1960,2025-11-04 19:01:00,1114.95,1089,1.02,0,0.0,0.0,0.1,19
T1851_004,C1851,2025-11-04 19:03:00,1471.6,1457,1.01,0,0.0,0.0,0.15,11
T1256_009,C1256,2025-11-04 19:03:00,549.86,1153,0.48,0,0.0,0.0,0.1,8
T1252_008,C1252,2025-11-04 19:04:00,215.39,1086,0.2,0,0.0,0.0,0.2,17
T1854_003,C1854,2025-11-04 19:04:00,736.25,1156,0.64,0,0.0,0.0,0.15,20
T1050_009,C1050,2025-11-04 19:05:00,3159.47,2604,1.21,0,0.0,0.0,0.3,16
T0340_009,C0340,2025-11-04 19:06:00,833.92,975,0.86,1,0.83,735.2,0.2,22
T1084_007,C1084,2025-11-04 19:09:00,1604.94,2711,0.59,0,0.0,0.0,0.1,11
T0997_004,C0997,2025-11-04 19:10:00,2060.71,1708,1.21,0,0.0,0.0,0.4,15
T0878_016,C0878,2025-11-04 19:11:00,3781.33,2947,1.28,0,0.0,0.0,0.3,10
T0567_008,C0567,2025-11-04 19:12:00,1968.41,2049,0.96,0,0.0,0.0,0.4,10
T0294_015,C0294,2025-11-04 19:15:00,2488.9,2341,1.06,0,0.0,0.0,0.4,12
T0303_013,C0303,2025-11-04 19:18:00,3403.94,2638,1.29,0,0.0,735.2,0.3,11
T0163_004,C0163,2025-11-04 19:19:00,2302.72,2845,0.81,0,0.0,0.0,0.2,14
T1563_004,C1563,2025-11-04 19:19:00,346.07,567,0.61,0,0.0,0.0,0.2,17
T0880_014,C0880,2025-11-04 19:20:00,3646.74,2583,1.41,0,0.0,0.0,0.1,13
T1369_004,C1369,2025-11-04 19:21:00,1404.82,1368,1.03,0,0.0,0.0,0.2,22
T0846_010,C0846,2025-11-04 19:21:00,2758.14,2624,1.05,0,0.0,0.0,0.15,15
T1826_003,C1826,2025-11-04 19:26:00,2246.35,1665,1.35,0,0.0,0.0,0.1,9
T1006_009,C1006,2025-11-04 19:26:00,2430.97,1756,1.38,0,0.0,0.0,0.2,8
T0563_019,C0563,2025-11-04 19:30:00,3667.79,2901,1.26,0,0.0,0.0,0.3,11
T0957_008,C0957,2025-11-04 19:33:00,1912.82,2485,0.77,0,0.0,0.0,0.3,13
T1870_005,C1870,2025-11-04 19:33:00,1603.89,1767,0.91,0,0.0,0.0,0.4,10
T0622_018,C0622,2025-11-04 19:35:00,1890.66,1633,1.16,0,0.0,0.0,0.3,21
T1854_004,C1854,2025-11-04 19:37:00,1554.62,1156,1.34,1,0.83,0.0,0.15,22
T0991_009,C0991,2025-11-04 19:37:00,3629.7,2572,1.41,0,0.0,0.0,0.4,13
T0439_003,C0439,2025-11-04 19:37:00,869.85,1035,0.84,0,0.0,0.0,0.2,12
T1717_009,C1717,2025-11-04 19:38:00,1317.78,1884,0.7,0,0.0,0.0,0.3,21
T1332_009,C1332,2025-11-04 19:39:00,2583.42,2960,0.87,0,0.0,0.0,0.4,11
T1795_004,C1795,2025-11-04 19:44:00,2174.4,1121,1.94,0,0.0,0.0,0.1,14
T0788_004,C0788,2025-11-04 19:44:00,2116.92,1685,1.26,0,0.0,735.2,0.2,9
T0796_005,C0796,2025-11-04 19:44:00,1433.02,1272,1.13,0,0.0,0.0,0.3,9
T1833_010,C1833,2025-11-04 19:46:00,1254.81,1285,0.98,0,0.0,0.0,0.3,18
T0781_003,C0781,2025-11-04 19:47:00,2350.37,2336,1.01,0,0.0,0.0,0.4,9
T0834_011,C0834,2025-11-04 19:49:00,2501.49,2652,0.94,0,0.0,0.0,0.2,20
T1956_016,C1956,2025-11-04 19:50:00,48860.13,1120,43.63,0,0.0,0.0,1.0,23
T1095_004,C1095,2025-11-04 19:51:00,1645.52,1241,1.33,0,0.0,120.2,0.1,15
T1546_016,C1546,2025-11-04 19:52:00,1147.36,1108,1.04,0,0.0,845.3,0.15,14
T0025_006,C0025,2025-11-04 19:53:00,447.25,531,0.84,0,0.0,0.0,0.15,17
T0145_005,C0145,2025-11-04 19:53:00,800.79,906,0.88,1,0.83,0.0,0.15,13
T0825_004,C0825,2025-11-04 19:53:00,1055.93,1044,1.01,0,0.0,0.0,0.3,21
T1054_010,C1054,2025-11-04 19:54:00,750.3,919,0.82,0,0.0,0.0,0.1,13
T1738_009,C1738,2025-11-04 19:56:00,1673.74,948,1.77,0,0.0,0.0,0.15,14
T1255_004,C1255,2025-11-04 19:56:00,1162.56,1408,0.83,0,0.0,0.0,0.2,10
T0586_005,C0586,2025-11-04 19:57:00,1164.56,977,1.19,0,0.0,0.0,0.3,17
T1050_010,C1050,2025-11-04 19:58:00,1689.18,2604,0.65,1,0.83,0.0,0.3,8
T0346_012,C0346,2025-11-04 19:58:00,3041.7,2520,1.21,0,0.0,0.0,0.1,8
T1627_004,C1627,2025-11-04 19:59:00,1268.27,1060,1.2,0,0.0,0.0,0.2,12
T1865_005,C1865,2025-11-04 20:03:00,2414.37,1810,1.33,0,0.0,0.0,0.3,21
T0957_009,C0957,2025-11-04 20:04:00,886.67,2485,0.36,1,0.83,0.0,0.1,12
T0728_004,C0728,2025-11-04 20:04:00,1518.56,2943,0.52,0,0.0,0.0,0.4,19
T0490_004,C0490,2025-11-04 20:05:00,3451.35,1856,1.86,0,0.0,0.0,0.3,22
T0846_011,C0846,2025-11-04 20:06:00,1139.45,2624,0.43,1,0.5,0.0,0.15,12
T1272_010,C1272,2025-11-04 20:06:00,1153.62,1042,1.11,0,0.0,0.0,0.4,18
T0504_004,C0504,2025-11-04 20:08:00,1546.52,2750,0.56,0,0.0,735.2,0.15,19
T1842_011,C1842,2025-11-04 20:08:00,32134.0,1038,30.96,0,0.0,0.0,0.7,3
T0889_004,C0889,2025-11-04 20:10:00,3514.69,2458,1.43,0,0.0,0.0,0.2,15
T0563_020,C0563,2025-11-04 20:10:00,2942.16,2901,1.01,1,0.5,735.2,0.15,20
T1341_004,C1341,2025-11-04 20:11:00,2673.33,2706,0.99,0,0.0,0.0,0.1,14
T0048_005,C0048,2025-11-04 20:13:00,1995.2,1516,1.32,0,0.0,0.0,0.3,19
T0055_009,C0055,2025-11-04 20:13:00,2854.27,2594,1.1,0,0.0,0.0,0.3,19
T1989_009,C1989,2025-11-04 20:15:00,1374.68,1083,1.27,0,0.0,0.0,0.15,11
T0253_015,C0253,2025-11-04 20:19:00,3219.63,2829,1.14,0,0.0,0.0,0.2,9
T1562_013,C1562,2025-11-04 20:20:00,2260.88,2374,0.95,0,0.0,0.0,0.15,10
T1225_009,C1225,2025-11-04 20:25:00,458.45,675,0.68,0,0.0,0.0,0.1,14
T1346_003,C1346,2025-11-04 20:26:00,670.9,508,1.32,0,0.0,0.0,0.3,10
T0675_009,C0675,2025-11-04 20:27:00,2253.84,1632,1.38,0,0.0,0.0,0.3,17
T0618_010,C0618,2025-11-04 20:29:00,3082.03,2488,1.24,0,0.0,0.0,0.2,10
T0781_004,C0781,2025-11-04 20:30:00,2336.22,2336,1.0,1,0.83,0.0,0.15,14
T1050_011,C1050,2025-11-04 20:30:00,4276.53,2604,1.64,1,0.5,0.0,0.4,14
T1665_005,C1665,2025-11-04 20:31:00,1530.01,1771,0.86,0,0.0,0.0,0.4,22
T0041_004,C0041,2025-11-04 20:31:00,1073.35,1231,0.87,0,0.0,0.0,0.4,21
T0450_006,C0450,2025-11-04 20:32:00,1680.75,2442,0.69,0,0.0,0.0,0.15,12
T1727_004,C1727,2025-11-04 20:34:00,362.85,1097,0.33,0,0.0,0.0,0.1,9
T0648_009,C0648,2025-11-04 20:38:00,3944.26,2721,1.45,0,0.0,0.0,0.1,14
T0660_015,C0660,2025-11-04 20:39:00,1073.08,1344,0.8,0,0.0,0.0,0.1,17
T1731_014,C1731,2025-11-04 20:40:00,41692.39,1170,35.63,0,0.0,0.0,1.0,0
T1079_014,C1079,2025-11-04 20:40:00,2696.33,2804,0.96,0,0.0,735.2,0.15,14
T1684_005,C1684,2025-11-04 20:41:00,2000.62,1603,1.25,0,0.0,0.0,0.3,21
T1269_004,C1269,2025-11-04 20:42:00,1234.69,1119,1.1,0,0.0,120.2,0.3,19
T0645_015,C0645,2025-11-04 20:42:00,512.18,1272,0.4,0,0.0,0.0,0.1,21
T1882_015,C1882,2025-11-04 20:43:00,37695.0,988,38.15,0,0.0,0.0,1.0,23
T1814_003,C1814,2025-11-04 20:46:00,1460.77,1210,1.21,0,0.0,0.0,0.4,10
T0579_010,C0579,2025-11-04 20:47:00,3016.26,2699,1.12,0,0.0,0.0,0.15,19
T1318_014,C1318,2025-11-04 20:48:00,1415.27,2006,0.71,0,0.0,0.0,0.1,14
T1776_004,C1776,2025-11-04 20:48:00,1929.58,1571,1.23,0,0.0,0.0,0.1,22
T0860_017,C0860,2025-11-04 20:54:00,1568.61,1939,0.81,0,0.0,0.0,0.15,10
T0261_019,C0261,2025-11-04 20:55:00,1382.71,1761,0.79,0,0.0,0.0,0.1,20
T0319_009,C0319,2025-11-04 20:55:00,3750.68,2993,1.25,0,0.0,0.0,0.1,18
T0720_011,C0720,2025-11-04 20:55:00,1041.51,777,1.34,0,0.0,0.0,0.3,8
T0940_019,C0940,2025-11-04 20:57:00,1725.46,2313,0.75,0,0.0,0.0,0.4,12
T0253_016,C0253,2025-11-04 20:59:00,2994.36,2829,1.06,1,0.5,735.2,0.4,14
T0428_009,C0428,2025-11-04 21:01:00,2087.4,2479,0.84,0,0.0,0.0,0.4,11
T0883_003,C0883,2025-11-04 21:01:00,803.97,1053,0.76,0,0.0,120.2,0.15,9
T0228_004,C0228,2025-11-04 21:02:00,1006.18,1406,0.72,0,0.0,0.0,0.3,14
T1291_011,C1291,2025-11-04 21:02:00,2298.83,2257,1.02,0,0.0,0.0,0.15,12
T0825_005,C0825,2025-11-04 21:03:00,1084.76,1044,1.04,0,0.0,0.0,0.3,20
T1827_016,C1827,2025-11-04 21:04:00,58874.04,1315,44.77,0,0.0,0.0,0.85,3
T0887_008,C0887,2025-11-04 21:04:00,1321.46,1396,0.95,0,0.0,0.0,0.4,18
T0817_004,C0817,2025-11-04 21:05:00,2921.86,2453,1.19,0,0.0,0.0,0.3,13
T1006_010,C1006,2025-11-04 21:06:00,1815.8,1756,1.03,0,0.0,0.0,0.4,21
T1736_010,C1736,2025-11-04 21:06:00,1047.81,1137,0.92,0,0.0,0.0,0.2,18
T0266_004,C0266,2025-11-04 21:09:00,606.83,624,0.97,0,0.0,0.0,0.3,19
T0425_005,C0425,2025-11-04 21:14:00,1838.69,1840,1.0,0,0.0,120.2,0.4,21
T1369_005,C1369,2025-11-04 21:15:00,1097.07,1368,0.8,0,0.0,0.0,0.3,8
T0022_004,C0022,2025-11-04 21:17:00,482.1,605,0.8,0,0.0,0.0,0.3,9
T0343_004,C0343,2025-11-04 21:19:00,1611.7,2961,0.54,0,0.0,0.0,0.3,11
T0567_009,C0567,2025-11-04 21:19:00,1693.99,2049,0.83,0,0.0,0.0,0.1,16
T1768_012,C1768,2025-11-04 21:20:00,60316.33,1453,41.51,0,0.0,0.0,0.85,1
T1427_016,C1427,2025-11-04 21:20:00,574.79,591,0.97,0,0.0,0.0,0.4,20
T0693_010,C0693,2025-11-04 21:20:00,781.14,605,1.29,0,0.0,0.0,0.1,20
T0399_009,C0399,2025-11-04 21:20:00,913.28,866,1.05,0,0.0,0.0,0.15,18
T1903_009,C1903,2025-11-04 21:21:00,634.9,1022,0.62,0,0.0,0.0,0.3,19
T1332_010,C1332,2025-11-04 21:21:00,2726.01,2960,0.92,0,0.0,0.0,0.3,11
T0028_007,C0028,2025-11-04 21:22:00,664.26,1711,0.39,0,0.0,735.2,0.1,12
T1678_010,C1678,2025-11-04 21:24:00,1389.77,1570,0.89,0,0.0,0.0,0.3,8
T1592_020,C1592,2025-11-04 21:25:00,2959.09,2573,1.15,0,0.0,0.0,0.1,21
T0509_011,C0509,2025-11-04 21:26:00,569.74,745,0.76,0,0.0,0.0,0.4,14
T1948_011,C1948,2025-11-04 21:27:00,58344.0,1254,46.53,0,0.0,2054.4,0.9,3
T0671_005,C0671,2025-11-04 21:29:00,2181.35,2403,0.91,0,0.0,735.2,0.4,15
T1095_005,C1095,2025-11-04 21:31:00,1435.77,1241,1.16,0,0.0,0.0,0.2,18
T0738_010,C0738,2025-11-04 21:31:00,1070.94,908,1.18,0,0.0,0.0,0.1,10
T0686_003,C0686,2025-11-04 21:32:00,1198.11,904,1.33,0,0.0,0.0,0.1,14
T1603_011,C1603,2025-11-04 21:33:00,46715.0,892,52.37,0,0.0,845.3,0.85,23
T1865_006,C1865,2025-11-04 21:34:00,2961.24,1810,1.64,0,0.0,0.0,0.15,8
T0046_010,C0046,2025-11-04 21:34:00,1493.93,1949,0.77,0,0.0,0.0,0.3,15
T1983_004,C1983,2025-11-04 21:35:00,846.46,821,1.03,0,0.0,0.0,0.2,14
T0145_006,C0145,2025-11-04 21:35:00,1095.05,906,1.21,0,0.0,0.0,0.4,12
